ApplNo	ProductNo	TECode	TESequence	ProductMktStatus
076187	001	AB2	2	1
076187	001	AB3	3	1
076187	001	AB4	4	1
076187	002	AB1	1	1
076187	002	AB2	2	1
076187	002	AB3	3	1
076187	002	AB4	4	1
076187	003	AB1	1	1
076187	003	AB2	2	1
076187	003	AB3	3	1
076187	003	AB4	4	1
076187	004	AB1	1	1
076187	004	AB2	2	1
076187	004	AB3	3	1
076187	004	AB4	4	1
076187	005	AB1	1	1
076187	005	AB2	2	1
076187	005	AB3	3	1
076187	005	AB4	4	1
076187	006	AB1	1	1
076187	006	AB2	2	1
076187	006	AB3	3	1
076187	006	AB4	4	1
076187	007	AB1	1	1
076187	007	AB2	2	1
076187	007	AB3	3	1
076187	007	AB4	4	1
076187	008	AB1	1	1
076187	008	AB2	2	1
076187	008	AB3	3	1
076187	008	AB4	4	1
076187	009	AB1	1	1
076187	009	AB2	2	1
076187	009	AB3	3	1
076187	009	AB4	4	1
076187	010	AB1	1	1
076187	010	AB2	2	1
076187	010	AB3	3	1
076187	010	AB4	4	1
076187	011	AB1	1	1
076187	011	AB2	2	1
076187	011	AB3	3	1
076187	011	AB4	4	1
076187	012	AB1	1	1
076187	012	AB2	2	1
076187	012	AB3	3	1
076187	012	AB4	4	1
076191	001	AB	1	1
076191	002	AB	1	1
076191	003	AB	1	1
076192	001	AB	1	1
076194	001	AB	1	1
076194	002	AB	1	1
076194	003	AB	1	1
076201	001	AB	1	1
076202	001	AB	1	1
076203	001	AB	1	1
076204	001	AB	1	1
076204	002	AB	1	1
076206	001	AP	1	1
076207	001	AP	1	1
076207	002	AP	1	1
076211	001	AB	1	1
076211	002	AB	1	1
076211	003	AB	1	1
076211	004	AB	1	1
076212	001	AB	1	1
076212	002	AB	1	1
076214	001	AB2	1	1
076214	002	AB2	1	1
076214	003	AB2	1	1
076215	001	AB	1	1
076216	001	AB	1	1
076217	001	AP	1	1
076219	001	AB	1	1
076219	002	AB	1	1
076219	003	AB	1	1
076224	001	AB	1	1
076225	001	AB2	1	1
076226	001	AB	1	1
076226	002	AB	1	1
076226	003	AB	1	1
076226	004	AB	1	1
076228	001	AB	1	1
076228	002	AB	1	1
076228	003	AB	1	1
076228	004	AB	1	1
076228	005	AB	1	1
076228	006	AB	1	1
076229	001	AB	1	1
076230	001	AB	1	1
076230	002	AB	1	1
076230	003	AB	1	1
076231	001	AT	1	1
076232	001	AP	1	1
076234	001	AB	1	1
076235	001	AP	1	1
076235	002	AP	1	1
076235	003	AP	1	1
076236	001	AB	1	1
076237	001	AB	1	1
076238	001	AB	1	1
076242	001	AA	1	1
076243	001	AB	1	1
076243	002	AB	1	1
076246	001	AB	1	1
076246	002	AB	1	1
076249	001	AB1	1	1
076252	001	AB	1	1
076252	002	AB	1	1
076252	003	AB	1	1
076254	001	AT	1	1
076255	001	AB	1	1
076255	002	AB	1	1
076255	003	AB	1	1
076255	004	AB	1	1
076256	001	AP	1	1
076256	002	AP	1	1
076257	001	AB	1	1
076257	002	AB	1	1
076257	003	AB	1	1
076258	001	AB	1	1
076258	002	AB	1	1
076258	003	AB	1	1
076258	004	AB	1	1
076258	005	AB	1	1
076260	001	AT	1	1
076262	001	AB	1	1
076262	002	AB	1	1
076262	003	AB	1	1
076263	001	BX	1	1
076264	002	AB	1	1
076265	001	AB	1	1
076265	002	AB	1	1
076265	003	AB	1	1
076266	001	AP	1	1
076267	001	AB	1	1
076267	002	AB	1	1
076267	003	AB	1	1
076267	004	AB	1	1
076268	001	AB	1	1
076268	002	AB	1	1
076269	001	AB1	1	1
076271	001	AP	1	1
076271	002	AP	1	1
076273	001	AB	1	1
076274	001	AB	1	1
076274	002	AB	1	1
076276	001	AB	1	1
076276	002	AB	1	1
076277	001	AB	1	1
076278	001	AB	1	1
076278	002	AB	1	1
076278	003	AB	1	1
076280	001	AB	1	1
076280	002	AB	1	1
076281	001	AB	1	1
076281	002	AB	1	1
076284	001	AB	1	1
076284	002	AB	1	1
076285	001	AB	1	1
076285	002	AB	1	1
076285	003	AB	1	1
076285	004	AB	1	1
076285	005	AB	1	1
076286	001	AB	1	1
076286	002	AB	1	1
076287	001	AB2	1	1
076287	002	AB2	1	1
076288	001	AB	1	1
076288	002	AB	1	1
076288	003	AB	1	1
076288	004	AB	1	1
076288	005	AB	1	1
076288	006	AB	1	1
076290	001	AB	1	1
076291	001	AN	1	1
076294	001	AB	1	1
076295	001	AP	1	1
076298	001	AB	1	1
076300	001	AB	1	1
076303	001	AP	1	1
076303	002	AP	1	1
076304	001	AP	1	1
076304	002	AP	1	1
076307	001	AB	1	1
076307	002	AB	1	1
076307	003	AB	1	1
076309	001	BX	1	1
076309	002	BX	1	1
076309	003	BX	1	1
076309	004	BX	1	1
076309	005	BX	1	1
076310	001	AB	1	1
076311	001	AB	1	1
076311	002	AB	1	1
076311	003	AB	1	1
076311	004	AB	1	1
076312	001	AB	1	1
076312	002	AB	1	1
076312	003	AB	1	1
076313	001	AP	1	1
076313	002	AP	1	1
076313	003	AP	1	1
076314	001	AB	1	1
076314	002	AB	1	1
076314	003	AB	1	1
076314	004	AB	1	1
076316	001	AP	1	1
076317	001	AB	1	1
076317	002	AB	1	1
076317	003	AB	1	1
076317	004	AB	1	1
076320	001	AB	1	1
076323	001	AP	1	1
076327	001	AB	1	1
076327	002	AB	1	1
076327	003	AB	1	1
076330	001	AP	1	1
076330	002	AP	1	1
076332	001	AB	1	1
076332	002	AB	1	1
076333	001	AB	1	1
076333	002	AB	1	1
076333	003	AB	1	1
076333	004	AB	1	1
076334	001	AB	1	1
076335	001	AB	1	1
076336	001	AB	1	1
076336	002	AB	1	1
076336	003	AB	1	1
076337	001	AB	1	1
076338	001	AB	1	1
076341	001	AB	1	1
076341	002	AB	1	1
076341	003	AB	1	1
076341	004	AB	1	1
076342	001	AB	1	1
076342	002	AB	1	1
076342	003	AB	1	1
076342	004	AB	1	1
076343	001	AB	1	1
076343	002	AB	1	1
076343	003	AB	1	1
076343	004	AB	1	1
076344	001	AB	1	1
076344	002	AB	1	1
076344	003	AB	1	1
076344	004	AB	1	1
076345	001	AB	1	1
076345	002	AB	1	1
076345	003	AB	1	1
076346	001	AB	1	1
076346	002	AB	1	1
076346	003	AB	1	1
076346	004	AB	1	1
076347	001	AB	1	1
076347	002	AB	1	1
076348	001	AB	1	1
076348	002	AB	1	1
076348	003	AB	1	1
076348	004	AB	1	1
076349	001	AP	1	1
076351	001	AB	1	1
076351	002	AB	1	1
076351	003	AB	1	1
076351	004	AB	1	1
076352	001	AA	1	1
076353	001	AB	1	1
076353	002	AB	1	1
076353	003	AB	1	1
076354	001	AB	1	1
076354	002	AB	1	1
076355	001	AN	1	1
076355	002	AN	1	1
076356	001	AB	1	1
076361	001	AB	1	1
076361	002	AB	1	1
076361	003	AB	1	1
076362	001	AB	1	1
076363	001	AB	1	1
076363	002	AB	1	1
076364	001	AT	1	1
076367	001	AB	1	1
076368	001	AB	1	1
076369	001	AB	1	1
076370	001	AN	1	1
076373	001	AB	1	1
076373	002	AB	1	1
076373	003	AB	1	1
076373	004	AB	1	1
076374	001	AB	1	1
076374	002	AB	1	1
076374	003	AB	1	1
076377	001	AB	1	1
076379	001	AA	1	1
076380	001	AB	1	1
076381	001	AB	1	1
076387	001	AB	1	1
076388	001	AB	1	1
076388	002	AB	1	1
076388	003	AB	1	1
076388	004	AB	1	1
076390	001	AB	1	1
076392	001	AB	1	1
076393	001	AB	1	1
076395	001	AB4	1	1
076395	002	AB4	1	1
076395	003	AB4	1	1
076395	004	AB4	1	1
076395	005	AB4	1	1
076396	001	AB	1	1
076400	001	AP	1	1
076402	001	AB	1	1
076402	002	AB	1	1
076402	003	AB	1	1
076402	004	AB	1	1
076403	001	AA	1	1
076404	001	AP	1	1
076407	001	AT	1	1
076408	001	AB	1	1
076409	001	AB	1	1
076409	002	AB	1	1
076409	003	AB	1	1
076409	004	AB	1	1
076409	005	AB	1	1
076410	001	AB	1	1
076410	002	AB	1	1
076411	001	AB	1	1
076412	001	AB	1	1
076412	002	AB	1	1
076412	003	AB	1	1
076414	001	AP	1	1
076416	001	AB	1	1
076416	002	AB	1	1
076417	001	AB	1	1
076417	002	AB	1	1
076418	001	AB	1	1
076418	002	AB	1	1
076418	003	AB	1	1
076419	001	AB	1	1
076420	001	AB	1	1
076420	002	AB	1	1
076421	001	AB	1	1
076421	002	AB	1	1
076421	003	AB	1	1
076422	001	AB	1	1
076430	001	AB	1	1
076430	002	AB	1	1
076430	003	AB	1	1
076430	004	AB	1	1
076433	001	AB	1	1
076433	002	AB	1	1
076434	001	AT	1	1
076435	001	AB	1	1
076436	001	AB	1	1
076437	001	AB	1	1
076438	001	AB	1	1
076438	002	AB	1	1
076439	001	AT	1	1
076440	001	AA	1	1
076444	001	AP	1	1
076447	001	AB	1	1
076447	002	AB	1	1
076447	003	AB	1	1
076449	001	AB	1	1
076449	002	AB	1	1
076449	003	AB	1	1
076451	001	AB	1	1
076453	001	AB	1	1
076455	001	AB	1	1
076458	001	AA	1	1
076461	001	AP	1	1
076465	001	AB	1	1
076465	002	AB	1	1
076465	003	AB	1	1
076466	001	AB	1	1
076466	002	AB	1	1
076467	001	AB	1	1
076467	002	AB	1	1
076467	003	AB	1	1
076468	001	AB	1	1
076468	002	AB	1	1
076469	001	AN	1	1
076470	001	AB	1	1
076470	002	AB	1	1
076474	001	AP	1	1
076475	001	AB	1	1
076477	001	AB	1	1
076477	002	AB	1	1
076477	003	AB	1	1
076477	004	AB	1	1
076479	001	AB	1	1
076481	001	AB	1	1
076483	001	AB	1	1
076483	002	AB	1	1
076483	003	AB	1	1
076485	001	AB	1	1
076485	002	AB	1	1
076485	003	AB	1	1
076486	001	AB	1	1
076486	002	AB	1	1
076488	001	AP	1	1
076490	001	AB	1	1
076491	001	AA	1	1
076493	001	AB	1	1
076494	001	AB	1	1
076494	002	AB	1	1
076494	003	AB	1	1
076495	001	AP	1	1
076498	001	AB2	1	1
076499	001	AB	1	1
076500	001	AP	1	1
076502	001	AB	1	1
076502	002	AB	1	1
076502	003	AB	1	1
076503	001	AB	1	1
076504	001	AB	1	1
076507	001	AB	1	1
076507	002	AB	1	1
076507	003	AB	1	1
076507	004	AB	1	1
076508	001	AB	1	1
076509	001	AB	1	1
076509	002	AB	1	1
076510	001	AB	1	1
076511	001	AB	1	1
076512	001	AP	1	1
076514	001	AB	1	1
076514	002	AB	1	1
076514	003	AB	1	1
076515	001	AB	1	1
076516	001	AB	1	1
076517	001	AP	1	1
076517	002	AP	1	1
076517	003	AP	1	1
076520	001	AB	1	1
076520	003	AB	1	1
076521	001	AB	1	1
076521	002	AB	1	1
076522	001	AB	1	1
076523	001	AB	1	1
076526	001	AT	1	1
076526	002	AT	1	1
076527	001	AT	1	1
076530	001	AB	1	1
076530	002	AB	1	1
076533	001	AB	1	1
076533	002	AB	1	1
076534	001	AB	1	1
076534	002	AB	1	1
076534	003	AB	1	1
076534	004	AB	1	1
076536	001	AB	1	1
076536	002	AB	1	1
076536	003	AB	1	1
076536	004	AB	1	1
076536	005	AB	1	1
076536	006	AB	1	1
076539	001	AP	1	1
076541	001	AB	1	1
076541	002	AB	1	1
076541	003	AB	1	1
076541	004	AB	1	1
076543	001	AB	1	1
076546	001	AB	1	1
076549	001	AB	1	1
076549	002	AB	1	1
076549	003	AB	1	1
076549	004	AB	1	1
076550	001	AB	1	1
076550	002	AB	1	1
076550	003	AB	1	1
076553	001	AB	1	1
076554	001	AB	1	1
076554	002	AB	1	1
076555	001	AT	1	1
076558	002	AB	1	1
076558	003	AB	1	1
076558	004	AB	1	1
076560	001	AB	1	1
076561	001	AB	1	1
076563	001	AB4	1	1
076563	002	AB4	1	1
076563	003	AB4	1	1
076563	004	AB4	1	1
076563	005	AB4	1	1
076563	006	AB4	1	1
076565	001	AB	1	1
076565	002	AB	1	1
076565	003	AB	1	1
076570	001	AB	1	1
076571	001	AP	1	1
076572	001	AB	1	1
076573	001	AP	1	1
076574	001	AB	1	1
076575	001	AB	1	1
076575	002	AB	1	1
076577	001	AB	1	1
076577	002	AB	1	1
076577	003	AB	1	1
076578	001	AB	1	1
076578	002	AB	1	1
076582	001	AP	1	1
076583	001	AT	1	1
076584	001	AB	1	1
076584	002	AB	1	1
076584	003	AB	1	1
076584	004	AB	1	1
076586	001	AB2	1	1
076587	001	AB	1	1
076588	001	AB	1	1
076588	002	AB	1	1
076591	001	AB	1	1
076592	001	AB	1	1
076594	001	AB	1	1
076594	002	AB	1	1
076598	001	AB	1	1
076601	001	AA	1	1
076603	001	AB	1	1
076604	001	AB	1	1
076606	001	AB	1	1
076606	002	AB	1	1
076606	003	AB	1	1
076607	001	AB	1	1
076607	002	AB	1	1
076607	003	AB	1	1
076607	004	AB	1	1
076608	001	AB	1	1
076608	002	AB	1	1
076611	001	AP	1	1
076611	002	AP	1	1
076611	003	AP	1	1
076615	001	AT	1	1
076616	001	AT	1	1
076618	001	AB	1	1
076618	002	AB	1	1
076618	003	AB	1	1
076618	004	AB	1	1
076619	001	AP	1	1
076619	002	AP	1	1
076620	001	AB	1	1
076620	002	AB	1	1
076620	003	AB	1	1
076622	001	AT	1	1
076624	001	AB	1	1
076625	001	AB1	1	1
076626	001	AB	1	1
076627	001	AB	1	1
076629	001	AB	1	1
076630	001	AB	1	1
076630	002	AB	1	1
076631	001	AB	1	1
076631	002	AB	1	1
076631	003	AB	1	1
076631	004	AB	1	1
076633	001	AB	1	1
076635	001	AB	1	1
076635	003	AB	1	1
076636	001	AB	1	1
076636	002	AB	1	1
076639	001	AB	1	1
076639	002	AB	1	1
076639	003	AB	1	1
076642	001	AB	1	1
076642	002	AB	1	1
076642	003	AB	1	1
076642	004	AB	1	1
076644	001	AB	1	1
076644	002	AB	1	1
076648	001	AB	1	1
076649	001	AB	1	1
076649	002	AB	1	1
076649	003	AB	1	1
076649	004	AB	1	1
076650	001	AB1	1	1
076652	001	AA	1	1
076653	001	AP	1	1
076653	002	AP	1	1
076654	001	AB	1	1
076657	001	AP	1	1
076657	002	AP	1	1
076658	001	BX	1	1
076658	002	BX	1	1
076658	003	BX	1	1
076658	004	BX	1	1
076661	001	AP	1	1
076664	001	AB	1	1
076665	001	AB	1	1
076665	002	AB	1	1
076665	003	AB	1	1
076665	004	AB	1	1
076668	001	AB	1	1
076670	001	AB	1	1
076671	001	AB	1	1
076671	002	AB	1	1
076671	003	AB	1	1
076673	001	AT	1	1
076674	001	AB	1	1
076674	002	AB	1	1
076674	003	AB	1	1
076675	001	AB	1	1
076679	001	AB	1	1
076682	001	AA	1	1
076684	001	AP	1	1
076684	002	AP	1	1
076684	003	AP	1	1
076684	004	AP	1	1
076684	005	AP	1	1
076684	006	AP	1	1
076684	007	AP	1	1
076685	001	AB	1	1
076685	002	AB	1	1
076685	003	AB	1	1
076685	004	AB	1	1
076685	005	AB	1	1
076688	001	AB	1	1
076688	002	AB	1	1
076688	003	AB	1	1
076688	004	AB	1	1
076690	001	AB	1	1
076690	002	AB	1	1
076690	003	AB	1	1
076690	004	AB	1	1
076690	005	AB	1	1
076691	001	AB	1	1
076692	001	AB	1	1
076692	002	AB	1	1
076692	003	AB	1	1
076693	001	AB	1	1
076693	002	AB	1	1
076694	001	AB	1	1
076694	002	AB	1	1
076694	003	AB	1	1
076694	004	AB	1	1
076697	001	AB	1	1
076697	002	AB	1	1
076697	003	AB	1	1
076698	001	AB	1	1
076698	002	AB	1	1
076698	003	AB	1	1
076699	001	AB	1	1
076699	002	AB	1	1
076699	003	AB	1	1
076701	001	AB	1	1
076701	002	AB	1	1
076702	001	AB	1	1
076703	001	AB	1	1
076704	001	AB	1	1
076704	002	AB	1	1
076704	003	AB	1	1
076705	001	AB	1	1
076705	002	AB	1	1
076706	001	AB1	1	1
076706	002	AB	1	1
076708	001	AB	1	1
076708	002	AB	1	1
076708	003	AB	1	1
076708	004	AB	1	1
076709	001	AB	1	1
076709	002	AB	1	1
076709	003	AB	1	1
076709	004	AB	1	1
076710	001	AB	1	1
076710	002	AB	1	1
076710	003	AB	1	1
076711	001	AB1	1	1
076712	001	AB	1	1
076714	001	AB	1	1
076714	002	AB	1	1
076714	003	AB	1	1
076714	004	AB	1	1
076715	001	AB	1	1
076715	002	AB	1	1
076716	001	AB	1	1
076716	002	AB	1	1
076716	003	AB	1	1
076717	001	AP	1	1
076717	002	AP	1	1
076719	001	AB	1	1
076719	002	AB	1	1
076719	003	AB	1	1
076720	001	AB	1	1
076720	002	AB	1	1
076721	001	AB	1	1
076723	001	AB	1	1
076724	001	AN	1	1
076725	001	AB	1	1
076725	002	AB	1	1
076725	003	AB	1	1
076729	001	AB	1	1
076730	001	AB	1	1
076731	001	AB	1	1
076731	002	AB	1	1
076731	003	AB	1	1
076732	001	AB	1	1
076733	001	AB	1	1
076736	001	AP	1	1
076739	001	AB	1	1
076739	002	AB	1	1
076740	001	AB	1	1
076745	001	AB	1	1
076745	002	AB	1	1
076745	003	AB	1	1
076746	001	AB	1	1
076747	001	AB	1	1
076747	002	AB	1	1
076747	003	AB	1	1
076749	001	AN	1	1
076751	001	AB	1	1
076752	001	AB2	1	1
076752	001	AB3	2	1
076752	002	AB2	1	1
076752	002	AB3	2	1
076752	003	AB2	1	1
076752	003	AB3	2	1
076752	004	AB2	1	1
076752	004	AB3	2	1
076752	005	AB2	1	1
076752	005	AB3	2	1
076752	006	AB2	1	1
076752	006	AB3	2	1
076752	007	AB2	1	1
076752	007	AB3	2	1
076752	008	AB2	1	1
076752	008	AB3	2	1
076752	009	AB2	1	1
076752	009	AB3	2	1
076752	010	AB2	1	1
076752	010	AB3	2	1
076752	011	AB2	1	1
076752	011	AB3	2	1
076753	001	AB	1	1
076754	001	AT	1	1
076756	001	AB1	1	1
076756	002	AB	1	1
076758	001	AB	1	1
076758	002	AB	1	1
076758	003	AB	1	1
076759	001	AP	1	1
076761	001	AB	1	1
076762	001	AB	1	1
076762	002	AB	1	1
076762	003	AB	1	1
076762	004	AB	1	1
076763	001	AB	1	1
076765	001	AB	1	1
076765	002	AB	1	1
076765	003	AB	1	1
076766	001	AP	1	1
076766	002	AP	1	1
076768	001	AB	1	1
076768	002	AB	1	1
076768	003	AB	1	1
076768	004	AB	1	1
076768	005	AB	1	1
076770	001	AP	1	1
076774	001	AP	1	1
076780	001	AP	1	1
076781	001	AP	1	1
076783	001	AB	1	1
076785	001	AB	1	1
076786	001	AB	1	1
076786	002	AB	1	1
076787	001	AP	1	1
076787	002	AP	1	1
076788	001	AB	1	1
076790	001	AB	1	1
076792	001	AB	1	1
076792	002	AB	1	1
076792	003	AB	1	1
076793	001	AB	1	1
076794	001	AB	1	1
076794	002	AB	1	1
076794	003	AB	1	1
076794	004	AB	1	1
076796	001	AB	1	1
076796	002	AB	1	1
076796	003	AB	1	1
076797	001	AA	1	1
076798	001	AB	1	1
076798	002	AB	1	1
076798	003	AB	1	1
076801	001	AB	1	1
076801	002	AB	1	1
076801	003	AB	1	1
076802	001	AB	1	1
076802	002	AB	1	1
076802	003	AB	1	1
076806	001	AP	1	1
076806	002	AP	1	1
076809	002	AB	1	1
076809	003	AB	1	1
076810	001	AB	1	1
076810	002	AB	1	1
076811	001	AB	1	1
076811	002	AB	1	1
076812	001	AB	1	1
076813	001	AB	1	1
076813	002	AB	1	1
076817	001	AB	1	1
076817	002	AB	1	1
076820	001	AB	1	1
076820	002	AB	1	1
076820	003	AB	1	1
076820	004	AB	1	1
076826	001	AT	1	1
076827	001	AP	1	1
076829	001	AB	1	1
076830	001	AT	1	1
076831	001	AB	1	1
076832	001	AB	1	1
076833	001	AB	1	1
076835	001	AB	1	1
076837	001	AP	1	1
076837	002	AP	1	1
076840	001	AB	1	1
076840	002	AB	1	1
076840	003	AB	1	1
076841	001	AB	1	1
076842	001	AB	1	1
076844	001	AB	1	1
076846	001	AB	1	1
076846	002	AB	1	1
076846	003	AB	1	1
076847	001	AB	1	1
076847	002	AB	1	1
076847	003	AB	1	1
076849	001	AP	1	1
076850	001	AB	1	1
076851	001	AA	1	1
076855	001	AB	1	1
076856	001	AB	1	1
076856	002	AB	1	1
076856	003	AB	1	1
076858	001	AB	1	1
076862	001	AB	1	1
076863	001	AB	1	1
076864	001	AB	1	1
076866	001	AB	1	1
076866	002	AB	1	1
076866	003	AB	1	1
076866	004	AB	1	1
076866	005	AB	1	1
076866	006	AB	1	1
076869	001	AB	1	1
076870	001	AP	1	1
076871	001	AP	1	1
076871	002	AP	1	1
076871	003	AP	1	1
076872	001	AB	1	1
076873	001	AB1	1	1
076876	001	AP	1	1
076879	001	AB	1	1
076879	002	AB	1	1
076879	003	AB	1	1
076879	004	AB	1	1
076879	005	AB	1	1
076879	006	AB	1	1
076882	001	AB	1	1
076882	002	AB	1	1
076882	003	AB	1	1
076883	001	AB2	1	1
076883	002	AB2	1	1
076883	003	AB2	1	1
076884	001	AB	1	1
076887	001	AP	1	1
076890	001	AB	1	1
076890	002	AB	1	1
076890	003	AB	1	1
076894	001	AB	1	1
076894	002	AB	1	1
076894	003	AB	1	1
076894	004	AB	1	1
076895	001	AA	1	1
076896	001	AB	1	1
076896	002	AB	1	1
076896	003	AB	1	1
076899	001	AB	1	1
076899	002	AB	1	1
076900	001	AB	1	1
076900	002	AB	1	1
076900	003	AB	1	1
076901	001	AB	1	1
076901	002	AB	1	1
076901	003	AB	1	1
076904	001	AA	1	1
076906	001	AB	1	1
076906	002	AB	1	1
076906	003	AB	1	1
076908	001	AB	1	1
076908	002	AB	1	1
076908	003	AB	1	1
076910	001	AB	1	1
076910	002	AB	1	1
076911	001	AB	1	1
076911	002	AB	1	1
076911	003	AB	1	1
076912	001	AB	1	1
076912	002	AB	1	1
076912	003	AB	1	1
076912	004	AB	1	1
076913	001	AA	1	1
076914	001	AB	1	1
076915	001	AB	1	1
076916	001	AB	1	1
076917	001	AB	1	1
076919	001	AB	1	1
076919	002	AB	1	1
076919	003	AB	1	1
076920	001	AB	1	1
076920	002	AB	1	1
076920	003	AB	1	1
076921	001	AB	1	1
076921	002	AB	1	1
076921	003	AB	1	1
076921	004	AB	1	1
076922	003	AB	1	1
076923	001	AP	1	1
076925	001	AB	1	1
076928	001	AB	1	1
076928	002	AB	1	1
076928	003	AB	1	1
076930	001	AB	1	1
076930	002	AB	1	1
076930	004	AB	1	1
076931	001	AP	1	1
076932	001	AB	1	1
076933	001	AB	1	1
076933	002	AB	1	1
076933	003	AB	1	1
076939	001	AB	1	1
076939	002	AB	1	1
076939	003	AB	1	1
076939	004	AB	1	1
076941	001	AB	1	1
076941	002	AB	1	1
076941	003	AB	1	1
076942	001	AB	1	1
076943	001	AB	1	1
076943	002	AB	1	1
076943	003	AB	1	1
076955	001	AP	1	1
076955	002	AP	1	1
076957	001	AB	1	1
076957	002	AB	1	1
076957	003	AB	1	1
076958	001	AB	1	1
076958	002	AB	1	1
076958	003	AB	1	1
076959	001	AP	1	1
076959	002	AP	1	1
076959	003	AP	1	1
076960	001	AA	1	1
076961	001	AB	1	1
076961	002	AB	1	1
076962	001	AB	1	1
076963	001	AB	1	1
076963	002	AB	1	1
076967	001	AP	1	1
076968	001	AB	1	1
076968	002	AB	1	1
076968	003	AB	1	1
076968	004	AB	1	1
076972	001	AP	1	1
076973	001	AB	1	1
076974	001	AP	1	1
076976	001	AB	1	1
076976	002	AB	1	1
076976	003	AB	1	1
076977	001	AT	1	1
076979	001	AB	1	1
076980	001	AB	1	1
076980	002	AB	1	1
076980	003	AB	1	1
076984	001	AB	1	1
076984	002	AB	1	1
076984	003	AB	1	1
076985	001	AB	1	1
076988	001	AA	1	1
076989	001	AB	1	1
076989	002	AB	1	1
076989	003	AB	1	1
076989	004	AB	1	1
076990	001	AB	1	1
076995	001	AB	1	1
076995	002	AB	1	1
076995	003	AB	1	1
076996	001	AB	1	1
076996	002	AB	1	1
076996	003	AB	1	1
076996	004	AB	1	1
076996	005	AB	1	1
076999	001	AB	1	1
077001	001	AB	1	1
077002	001	AB	1	1
077002	002	AB	1	1
077004	001	AB	1	1
077004	002	AB	1	1
077004	003	AB	1	1
077004	004	AB	1	1
077005	001	AB	1	1
077009	001	AA	1	1
077011	001	AP	1	1
077013	001	AB	1	1
077013	002	AB	1	1
077013	003	AB	1	1
077013	004	AB	1	1
077015	001	AB	1	1
077018	001	AB	1	1
077019	001	AB	1	1
077019	002	AB	1	1
077021	001	AB	1	1
077022	001	AB	1	1
077024	001	AB	1	1
077024	002	AB	1	1
077025	001	AB	1	1
077026	001	AB	1	1
077027	001	AB	1	1
077027	002	AB	1	1
077029	001	AT	1	1
077030	001	AB	1	1
077030	002	AB	1	1
077031	001	AB	1	1
077031	002	AB	1	1
077031	003	AB	1	1
077032	001	AB	1	1
077032	002	AB	1	1
077032	003	AB	1	1
077034	001	AB	1	1
077034	002	AB	1	1
077034	003	AB	1	1
077037	001	AB	1	1
077037	002	AB	1	1
077037	003	AB	1	1
077038	001	AB	1	1
077038	002	AB	1	1
077038	003	AB	1	1
077039	001	AB	1	1
077039	002	AB	1	1
077039	003	AB	1	1
077042	001	AB	1	1
077042	002	AB	1	1
077042	003	AB	1	1
077043	001	AA	1	1
077044	001	AB	1	1
077044	002	AB	1	1
077044	003	AB	1	1
077045	001	AB	1	1
077045	002	AB	1	1
077045	003	AB	1	1
077046	001	AB	1	1
077046	002	AB	1	1
077046	003	AB	1	1
077048	001	AB	1	1
077048	002	AB	1	1
077048	003	AB	1	1
077050	001	AB	1	1
077050	002	AB	1	1
077051	001	AB	1	1
077051	002	AB	1	1
077051	003	AB	1	1
077051	004	AB	1	1
077053	001	AB	1	1
077055	001	AB	1	1
077056	001	AB	1	1
077056	002	AB	1	1
077058	001	AB	1	1
077058	002	AB	1	1
077059	001	AP	1	1
077060	001	AB1	1	1
077061	001	AB	1	1
077062	001	AB	1	1
077062	002	AB	1	1
077062	003	AB	1	1
077062	004	AB	1	1
077063	001	AN	1	1
077064	001	AB	1	1
077064	002	AB	1	1
077064	003	AB	1	1
077066	001	AB	1	1
077067	001	AB	1	1
077068	001	AB	1	1
077069	001	AB	1	1
077069	002	AB	1	1
077070	001	AB2	1	1
077070	002	AB2	1	1
077070	003	AB2	1	1
077071	001	AP	1	1
077071	002	AP	1	1
077072	001	AN	1	1
077073	001	AB	1	1
077073	002	AB	1	1
077073	003	AB	1	1
077074	001	AP	1	1
077074	002	AP	1	1
077075	001	AB	1	1
077077	001	AB	1	1
077078	001	AB	1	1
077081	001	AB	1	1
077081	002	AB	1	1
077081	003	AB	1	1
077083	001	AB	1	1
077083	002	AB	1	1
077084	001	AB	1	1
077084	002	AB	1	1
077086	001	AB	1	1
077086	002	AB	1	1
077087	001	AB	1	1
077087	002	AB	1	1
077088	001	AB	1	1
077089	001	AB	1	1
077090	001	AB	1	1
077090	002	AB	1	1
077091	001	AB	1	1
077091	002	AB	1	1
077091	003	AB	1	1
077092	001	AB	1	1
077093	001	AB	1	1
077093	002	AB	1	1
077093	003	AB	1	1
077094	001	AB	1	1
077094	002	AB	1	1
077094	003	AB	1	1
077095	001	AB	1	1
077095	002	AB	1	1
077095	003	AB	1	1
077097	001	AB	1	1
077098	001	AB	1	1
077098	002	AB	1	1
077098	003	AB	1	1
077099	001	AB1	1	1
077100	001	AB	1	1
077100	002	AB	1	1
077100	003	AB	1	1
077101	001	AB	1	1
077102	001	AP	1	1
077106	001	AB	1	1
077106	002	AB	1	1
077106	003	AB	1	1
077107	001	AB	1	1
077107	002	AB	1	1
077107	003	AB	1	1
077111	001	AB	1	1
077112	001	AB	1	1
077112	002	AB	1	1
077112	003	AB	1	1
077113	001	AB	1	1
077114	001	AB	1	1
077114	002	AB	1	1
077114	003	AB	1	1
077118	001	AB	1	1
077120	001	AB	1	1
077120	002	AB	1	1
077120	003	AB	1	1
